asin,main_category,category,description,brand,imageURLHighRes
B0012OWC9A,Entertainment Pop Culture, Entertainment Pop Culture Puzzles Games,The puzzle sensation that s sweeping the nation! Each subscription includes four 114 page and four 162 page jumbo issues (8 issues total) Difficulty levels easy medium hard and challenger a real treat!,Penny Press,https://images-na.ssl-images-amazon.com/images/I/51CPetWWI7L.jpg
B001BKE2MU,Entertainment Pop Culture, Entertainment Pop Culture,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/61oCZ0XSJWL.jpg
B001C4Q06G,Health Fitness Wellness, Health Fitness Wellness Health,Yoga Journal has been a valuable resource for information about physical and spiritual well being through the practice of yoga Yoga Journal is your guide to better health nutrition personal growth fitness and inner peace Youll learn revitalizing yoga techniques taught by the masters ,Active Interest Media,https://images-na.ssl-images-amazon.com/images/I/51GEwe2XFDL.jpg
B001G583TS,Home Garden, Home Garden,House Home is a premiere design decorating and lifestyle magazine that takes you inside the most unique and beautiful homes in North America and abroad It brings you the best in design trends products and decorating advice to inspire you and to help you create the home of your dreams ,Canadian Home Publishers,https://images-na.ssl-images-amazon.com/images/I/61-6PSw1GKL.jpg
B001GDJ4OS,Science History Nature, Science History Nature Technology,Science News published by the nonprofit Society for Science the Public offers concise comprehensive coverage of the latest in science Subscribing members receive 26 issues of award winning content in print and digital have premier online access and also support the Society s mission ,Soc for Science the Public,https://images-na.ssl-images-amazon.com/images/I/51iOmHuDMEL.jpg
B001GEDOTS,Travel City Regional, Travel City Regional United States Midwest,Indianapolis Monthly previews events you don?t want to miss and profiles individuals you won?t forget It?s your indispensable authority on what?s new what?s news and what people are talking about ,Emmis Publishing,https://images-na.ssl-images-amazon.com/images/I/51s0shxr%2B6L.jpg
B001GEDOTI,Travel City Regional, Travel City Regional United States Midwest,Cincinnati magazine puts the Queen City in sharp focus everything from its outstanding institutions to its enduring traditions from new and noteworthy restaurants to the region s most inviting and exciting destinations ,Hour Media Llc,https://images-na.ssl-images-amazon.com/images/I/51CsY%2Bx%2BMbL.jpg
B001GISGXS,News Political Commentary, News Political Commentary,News China is the English edition of China Newsweek The magazine covers the latest China domestic news in politics business society environment culture sports and travels etc It is a comprehensive news magazine spotlighting Chinas latest economic and social changes and developments ,China Newsweek Corporation,https://images-na.ssl-images-amazon.com/images/I/51m6TINYlyL.jpg
B001L1HUNC,Womens Interest, Womens Interest Pregnancy Childbirth,Pregnancy is the leading monthly maternity magazine and online network for the modern moms of today From conception through baby?s first year?with trusted credible content and a relatable voice?Pregnancy is your best friend and ob gyn rolled into one ,Future US Inc.,https://images-na.ssl-images-amazon.com/images/I/51gRyrtUWUL.jpg
B001LF4EVO,Cooking Food Wine, Cooking Food Wine Recipes Techniques,Food Network Magazine is HERE Each issue is packed with inside scoops tips from everyones favorite TV stars Plus hundreds of recipes!,Hearst Magazines,https://images-na.ssl-images-amazon.com/images/I/61oJ-i2hCcL.jpg
B001W39IA2,Professional Educational Journals, Professional Educational Journals Professional Trade Humanities Social Sciences Economics Economic Theory,Orlando Style is the Central Florida lifestyle publication to combine local national and international content With a devoted following comprised of the biggest names in the city a roster of the most exclusive and discerning advertisers and a reputation for being consistently ahead of its time ,Orlando Style Magazine Llc,https://images-na.ssl-images-amazon.com/images/I/51waG2RTbuL.jpg
B001W39EX8,Lifestyle Cultures, Lifestyle Cultures,Indulge your passion for France and get the latest on the French community in America with France Amerique the only bilingual (French English) publication in the United States ,France Amerique Llc,https://images-na.ssl-images-amazon.com/images/I/41SzQ25CxsL.jpg
B0025UXH1W,Sports Recreation Outdoors, Sports Recreation Outdoors Outdoors Nature,Lifestyle magazine celebrates the unique people cultures art architecture history and foodways of Western North Carolina Each issue features current issues facing residents profiles on locals and regular departments on homes weekend escapes a calendar of regional events and a dining guide ,Gulfstream Communications,https://images-na.ssl-images-amazon.com/images/I/510k3mmckaL.jpg
B00283LGPU,Pets Animals, Pets Animals,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/61TpWXAw4SL.jpg
B002CT517E,Sports Recreation Outdoors, Sports Recreation Outdoors Sports Leisure Boating,MARLIN the magazine of convertible sport fishing boats covers the sport of international offshore sport fishing Editorial features include boat and equipment reviews coverage of international fishing destinations technical and how to features tournament reports and profiles of well known sport fishermen captains guides and boat designers manufacturers ,Bonnier Corporation,https://images-na.ssl-images-amazon.com/images/I/61k5LLwaHuL.jpg
B002ELLZLQ,Travel City Regional, Travel City Regional United States West,Named Best Regional Consumer Magazine by the Western Publishing Association Maui No Ka Oi celebrates the people places cultures and adventures that make Maui truly no ka oi (the best) Hawaiian Island Six times a year the magazine brings stories by award winning writers and photographers ,Haynes Publishing Group,https://images-na.ssl-images-amazon.com/images/I/518emADpc0L.jpg
B0036QY6A0,Children Teen, Children Teen Children By Age Ages 9-12,A magazine created by girls for girls ages 8 12 Winner of a 2011 NAPPA Gold Award and a 2011 Moms Choice Gold Award Discovery Girls gives girls advice encouragement inspiration Plus each issue is packed with quizzes embarrassing moments contests fashion and much more!,Discovery Girls,https://images-na.ssl-images-amazon.com/images/I/61UrxWf7nKL.jpg
B0037STB02,Arts Music Photography, Arts Music Photography Music,EW is your all access pass to Hollywoods most creative minds and fascinating stars Theyre the first to know about the best (and worst) in entertainment and with their sharp insight and trusted voice they keep you plugged into pop culture Its where buzz begins ,Meredith Corporation,https://images-na.ssl-images-amazon.com/images/I/51PBdBw9v9L.jpg
B003BHC6EC,Crafts Hobbies, Crafts Hobbies Quilts Quilting,no description,FW (Magazines),https://images-na.ssl-images-amazon.com/images/I/61yXSuaEeHL.jpg
B004KNZNYG,Crafts Hobbies, Crafts Hobbies Knitting,Knitting Today! features all the fresh and stylish patterns knitters want from fashion and home decor to baby items and gifts Easy how tos allow anyone to learn to knit or expand their skills so beginners and pros alike can get in on the new face of knitting!,Future US Inc.,https://images-na.ssl-images-amazon.com/images/I/51pawQnfMsL.jpg
B004N36G58,Crafts Hobbies, Crafts Hobbies Knitting,Each issue features more than forty fashion forward projects by both the premier Seventh Avenue designers and the leading talents in the international fiber arts design industry Complete detailed instructions for creating the sweaters are included with exclusive articles tips and techniques ,Soho Publishers,https://images-na.ssl-images-amazon.com/images/I/51hxZ0Y4vwL.jpg
B0051IGLZY,Arts Music Photography, Arts Music Photography Music,Hip Hop Weekly magazine brings its readers the latest information on film TV music fashion current events and celebrity news Get your subscription today for the magazine that is the number one entertainment source for young adults ,Aj Publishing Llc,https://images-na.ssl-images-amazon.com/images/I/61wU1rKXNHL.jpg
B0054LRNC8,Arts Music Photography, Arts Music Photography Music,Premier Guitar January 2018 Our cover story this month is a true treat for longtime fans of Radiohead After decades of avoiding guitar interviews Ed O Brien steps out of the shadows to gratefully ruminate with PG about his journey in one of modern rock s most celebrated and confounding bands ,Gearhead Communications Llc,https://images-na.ssl-images-amazon.com/images/I/51RqQZJROZL.jpg
B005EI3V40,Entertainment Pop Culture, Entertainment Pop Culture Movies,Channel Guide Magazine provides guidance for TV viewers across the country helping them find something worth watching every night of the year At over 250 pages Channel Guide Magazine includes the most complete TV listings of any publication including movie TV series and sports guides as well as late night recommendations Channel Guide Magazine gives you the best TV programming information available to help you find whats on what to watch and why ,Ntvb Custom Media Llc,https://images-na.ssl-images-amazon.com/images/I/611pCtB6rvL.jpg
B005ML97OW,Professional Educational Journals, Professional Educational Journals Professional Trade Entertainment Media Music,For players and makers of bowed stringed instruments with practical articles on techniques of performance plus how to care for and evaluate instruments and bows ,String Letter Publishers,https://images-na.ssl-images-amazon.com/images/I/513B7BXFJBL.jpg
